,ID,Response
5124,56007,0
5125,56008,0
5126,56009,1
5127,56010,1
5128,56011,1
5129,56012,0
5130,56013,0
5131,56014,0
5132,56015,0
5133,56016,0
5134,56017,1
5135,56018,0
5136,56019,1
5137,56020,0
5138,56021,0
5139,56022,0
5140,56023,0
5141,56024,1
5142,56025,0
5143,56026,1
5144,56027,1
5145,56028,0
5146,56029,1
5147,56030,0
5148,56031,0
5149,56032,0
5150,56033,0
5151,56034,0
5152,56035,0
5153,56036,0
5154,56037,1
5155,56038,0
5156,56039,0
5157,56040,0
5158,56041,1
5159,56042,0
5160,56043,0
5161,56044,0
5162,56045,0
5163,56046,0
5164,56047,1
5165,56048,1
5166,56049,0
5167,56050,0
5168,56051,0
5169,56052,0
5170,56053,0
5171,56054,0
5172,56055,0
5173,56056,0
5174,56057,1
5175,56058,0
5176,56059,0
5177,56060,0
5178,56061,1
5179,56062,0
5180,56063,0
5181,56064,0
5182,56065,0
5183,56066,0
5184,56067,0
5185,56068,0
5186,56069,1
5187,56070,0
5188,56071,0
5189,56072,0
5190,56073,0
5191,56074,1
5192,56075,0
5193,56076,0
5194,56077,0
5195,56078,0
5196,56079,0
5197,56080,0
5198,56081,0
5199,56082,0
5200,56083,0
5201,56084,0
5202,56085,0
5203,56086,0
5204,56087,0
5205,56088,0
5206,56089,0
5207,56090,1
5208,56091,0
5209,56092,1
5210,56093,0
5211,56094,1
5212,56095,0
5213,56096,0
5214,56097,1
5215,56098,0
5216,56099,0
5217,56100,0
5218,56101,1
5219,56102,0
5220,56103,1
5221,56104,0
5222,56105,0
5223,56106,1
5224,56107,1
5225,56108,0
5226,56109,1
5227,56110,0
5228,56111,1
5229,56112,0
5230,56113,0
5231,56114,0
5232,56115,0
5233,56116,0
5234,56117,0
5235,56118,0
5236,56119,0
5237,56120,0
5238,56121,1
5239,56122,0
5240,56123,1
5241,56124,0
5242,56125,1
5243,56126,1
5244,56127,1
5245,56128,0
5246,56129,0
5247,56130,0
5248,56131,0
5249,56132,0
5250,56133,0
5251,56134,0
5252,56135,0
5253,56136,0
5254,56137,1
5255,56138,0
5256,56139,0
5257,56140,0
5258,56141,0
5259,56142,0
5260,56143,0
5261,56144,0
5262,56145,1
5263,56146,0
5264,56147,1
5265,56148,0
5266,56149,0
5267,56150,0
5268,56151,0
5269,56152,0
5270,56153,1
5271,56154,0
5272,56155,0
5273,56156,0
5274,56157,0
5275,56158,0
5276,56159,1
5277,56160,1
5278,56161,0
5279,56162,0
5280,56163,1
5281,56164,0
5282,56165,0
5283,56166,0
5284,56167,0
5285,56168,0
5286,56169,0
5287,56170,0
5288,56171,0
5289,56172,1
5290,56173,1
5291,56174,1
5292,56175,0
5293,56176,0
5294,56177,0
5295,56178,0
5296,56179,0
5297,56180,1
5298,56181,0
5299,56182,0
5300,56183,1
5301,56184,0
5302,56185,0
5303,56186,0
5304,56187,1
5305,56188,0
5306,56189,0
5307,56190,0
5308,56191,0
5309,56192,0
5310,56193,0
5311,56194,0
5312,56195,0
5313,56196,0
5314,56197,0
5315,56198,0
5316,56199,0
5317,56200,0
5318,56201,0
5319,56202,0
5320,56203,0
5321,56204,0
5322,56205,0
5323,56206,1
5324,56207,1
5325,56208,0
5326,56209,0
5327,56210,0
5328,56211,1
5329,56212,0
5330,56213,1
5331,56214,0
5332,56215,1
5333,56216,0
5334,56217,1
5335,56218,0
5336,56219,0
5337,56220,0
5338,56221,1
5339,56222,0
5340,56223,1
5341,56224,0
5342,56225,0
5343,56226,0
5344,56227,0
5345,56228,1
5346,56229,0
5347,56230,0
5348,56231,0
5349,56232,0
5350,56233,0
5351,56234,1
5352,56235,0
5353,56236,0
5354,56237,0
5355,56238,0
5356,56239,0
5357,56240,0
5358,56241,1
5359,56242,0
5360,56243,0
5361,56244,0
5362,56245,0
5363,56246,0
5364,56247,0
5365,56248,0
5366,56249,0
5367,56250,0
5368,56251,0
5369,56252,0
5370,56253,0
5371,56254,1
5372,56255,0
5373,56256,1
5374,56257,1
5375,56258,1
5376,56259,0
5377,56260,0
5378,56261,0
5379,56262,1
5380,56263,1
5381,56264,0
5382,56265,0
5383,56266,0
5384,56267,1
5385,56268,0
5386,56269,0
5387,56270,0
5388,56271,0
5389,56272,1
5390,56273,0
5391,56274,1
5392,56275,0
5393,56276,1
5394,56277,0
5395,56278,1
5396,56279,1
5397,56280,0
5398,56281,0
5399,56282,0
5400,56283,0
5401,56284,0
5402,56285,0
5403,56286,1
5404,56287,0
5405,56288,0
5406,56289,0
5407,56290,1
5408,56291,1
5409,56292,0
5410,56293,1
5411,56294,0
5412,56295,0
5413,56296,0
5414,56297,0
5415,56298,1
5416,56299,0
5417,56300,0
5418,56301,0
5419,56302,1
5420,56303,1
5421,56304,0
5422,56305,0
5423,56306,0
5424,56307,0
5425,56308,0
5426,56309,0
5427,56310,1
5428,56311,1
5429,56312,0
5430,56313,1
5431,56314,1
5432,56315,0
5433,56316,1
5434,56317,0
5435,56318,0
5436,56319,0
5437,56320,1
5438,56321,0
5439,56322,0
5440,56323,1
5441,56324,0
5442,56325,0
5443,56326,0
5444,56327,1
5445,56328,0
5446,56329,0
5447,56330,1
5448,56331,1
5449,56332,0
5450,56333,0
5451,56334,0
5452,56335,0
5453,56336,0
5454,56337,0
5455,56338,0
5456,56339,0
5457,56340,0
5458,56341,0
5459,56342,0
5460,56343,1
5461,56344,0
5462,56345,0
5463,56346,0
5464,56347,0
5465,56348,0
5466,56349,0
5467,56350,0
5468,56351,0
5469,56352,1
5470,56353,1
5471,56354,1
5472,56355,0
5473,56356,1
5474,56357,0
5475,56358,1
5476,56359,0
5477,56360,0
5478,56361,0
5479,56362,0
5480,56363,0
5481,56364,0
5482,56365,0
5483,56366,0
5484,56367,1
5485,56368,0
5486,56369,0
5487,56370,1
5488,56371,0
5489,56372,0
5490,56373,0
5491,56374,0
5492,56375,0
5493,56376,0
5494,56377,0
5495,56378,0
5496,56379,0
5497,56380,1
5498,56381,1
5499,56382,1
5500,56383,0
5501,56384,0
5502,56385,0
5503,56386,1
5504,56387,0
5505,56388,1
5506,56389,0
5507,56390,0
5508,56391,0
5509,56392,0
5510,56393,0
5511,56394,1
5512,56395,1
5513,56396,0
5514,56397,1
5515,56398,0
5516,56399,0
5517,56400,1
5518,56401,0
5519,56402,0
5520,56403,0
5521,56404,0
5522,56405,0
5523,56406,1
5524,56407,0
5525,56408,0
5526,56409,0
5527,56410,1
5528,56411,1
5529,56412,0
5530,56413,1
5531,56414,1
5532,56415,0
5533,56416,0
5534,56417,0
5535,56418,0
5536,56419,1
5537,56420,1
5538,56421,0
5539,56422,0
5540,56423,0
5541,56424,0
5542,56425,0
5543,56426,1
5544,56427,1
5545,56428,0
5546,56429,1
5547,56430,0
5548,56431,0
5549,56432,1
5550,56433,0
5551,56434,1
5552,56435,0
5553,56436,0
5554,56437,1
5555,56438,0
5556,56439,0
5557,56440,0
5558,56441,1
5559,56442,1
5560,56443,0
5561,56444,0
5562,56445,1
5563,56446,1
5564,56447,0
5565,56448,0
5566,56449,0
5567,56450,0
5568,56451,0
5569,56452,0
5570,56453,0
5571,56454,1
5572,56455,0
5573,56456,1
5574,56457,0
5575,56458,1
5576,56459,0
5577,56460,0
5578,56461,0
5579,56462,0
5580,56463,1
5581,56464,0
5582,56465,0
5583,56466,1
5584,56467,0
5585,56468,0
5586,56469,0
5587,56470,0
5588,56471,0
5589,56472,0
5590,56473,0
5591,56474,0
5592,56475,0
5593,56476,0
5594,56477,0
5595,56478,0
5596,56479,1
5597,56480,0
5598,56481,1
5599,56482,1
5600,56483,1
5601,56484,0
5602,56485,0
5603,56486,0
5604,56487,0
5605,56488,0
5606,56489,0
5607,56490,0
5608,56491,0
5609,56492,1
5610,56493,1
5611,56494,0
5612,56495,0
5613,56496,1
5614,56497,1
5615,56498,1
5616,56499,0
5617,56500,1
5618,56501,0
5619,56502,0
5620,56503,0
5621,56504,0
5622,56505,0
5623,56506,0
5624,56507,0
5625,56508,1
5626,56509,0
5627,56510,1
5628,56511,1
5629,56512,0
5630,56513,0
5631,56514,1
5632,56515,0
5633,56516,0
5634,56517,1
5635,56518,0
5636,56519,0
5637,56520,1
5638,56521,1
5639,56522,0
5640,56523,1
5641,56524,0
5642,56525,0
5643,56526,0
5644,56527,1
5645,56528,1
5646,56529,0
5647,56530,1
5648,56531,0
5649,56532,0
5650,56533,0
5651,56534,1
5652,56535,0
5653,56536,1
5654,56537,0
5655,56538,1
5656,56539,0
5657,56540,0
5658,56541,1
5659,56542,0
5660,56543,1
5661,56544,0
5662,56545,1
5663,56546,0
5664,56547,1
5665,56548,0
5666,56549,0
5667,56550,0
5668,56551,0
5669,56552,0
5670,56553,0
5671,56554,0
5672,56555,0
5673,56556,0
5674,56557,0
5675,56558,0
5676,56559,0
5677,56560,0
5678,56561,0
5679,56562,0
5680,56563,0
5681,56564,1
5682,56565,0
5683,56566,1
5684,56567,1
5685,56568,0
5686,56569,0
5687,56570,0
5688,56571,0
5689,56572,0
5690,56573,0
5691,56574,0
5692,56575,0
5693,56576,0
5694,56577,0
5695,56578,0
5696,56579,1
5697,56580,0
5698,56581,0
5699,56582,0
5700,56583,0
5701,56584,0
5702,56585,0
5703,56586,0
5704,56587,0
5705,56588,0
5706,56589,0
5707,56590,1
5708,56591,0
5709,56592,1
5710,56593,0
5711,56594,1
5712,56595,0
5713,56596,1
5714,56597,0
5715,56598,1
5716,56599,1
5717,56600,0
5718,56601,1
5719,56602,0
5720,56603,1
5721,56604,1
5722,56605,1
5723,56606,0
5724,56607,0
5725,56608,0
5726,56609,0
5727,56610,0
5728,56611,0
5729,56612,1
5730,56613,0
5731,56614,0
5732,56615,0
5733,56616,0
5734,56617,0
5735,56618,0
5736,56619,1
5737,56620,0
5738,56621,1
5739,56622,0
5740,56623,0
5741,56624,0
5742,56625,0
5743,56626,0
5744,56627,0
5745,56628,0
5746,56629,0
5747,56630,0
5748,56631,0
5749,56632,1
5750,56633,0
5751,56634,1
5752,56635,1
5753,56636,1
5754,56637,0
5755,56638,0
5756,56639,0
5757,56640,1
5758,56641,0
5759,56642,0
5760,56643,0
5761,56644,0
5762,56645,1
5763,56646,0
5764,56647,0
5765,56648,0
5766,56649,0
5767,56650,0
5768,56651,0
5769,56652,0
5770,56653,0
5771,56654,0
5772,56655,0
5773,56656,1
5774,56657,0
5775,56658,0
5776,56659,0
5777,56660,0
5778,56661,0
5779,56662,1
5780,56663,0
5781,56664,0
5782,56665,0
5783,56666,1
5784,56667,1
5785,56668,0
5786,56669,1
5787,56670,0
5788,56671,0
5789,56672,0
5790,56673,0
5791,56674,1
5792,56675,0
5793,56676,0
5794,56677,0
5795,56678,0
5796,56679,0
5797,56680,1
5798,56681,0
5799,56682,0
5800,56683,1
5801,56684,1
5802,56685,0
5803,56686,0
5804,56687,1
5805,56688,0
5806,56689,0
5807,56690,1
5808,56691,0
5809,56692,0
5810,56693,0
5811,56694,0
5812,56695,0
5813,56696,0
5814,56697,0
5815,56698,0
5816,56699,1
5817,56700,0
5818,56701,1
5819,56702,0
5820,56703,0
5821,56704,0
5822,56705,0
5823,56706,0
5824,56707,1
5825,56708,0
5826,56709,1
5827,56710,0
5828,56711,0
5829,56712,0
5830,56713,0
5831,56714,0
5832,56715,0
5833,56716,1
5834,56717,0
5835,56718,0
5836,56719,1
5837,56720,0
5838,56721,0
5839,56722,0
5840,56723,0
5841,56724,1
5842,56725,1
5843,56726,0
5844,56727,0
5845,56728,1
5846,56729,0
5847,56730,0
5848,56731,0
5849,56732,0
5850,56733,0
5851,56734,1
5852,56735,0
5853,56736,0
5854,56737,0
5855,56738,1
5856,56739,0
5857,56740,0
5858,56741,0
5859,56742,0
5860,56743,1
5861,56744,0
5862,56745,0
5863,56746,0
5864,56747,1
5865,56748,0
5866,56749,1
5867,56750,0
5868,56751,0
5869,56752,1
5870,56753,0
5871,56754,0
5872,56755,1
5873,56756,0
5874,56757,0
5875,56758,0
5876,56759,0
5877,56760,1
5878,56761,0
5879,56762,0
5880,56763,1
5881,56764,1
5882,56765,1
5883,56766,1
5884,56767,0
5885,56768,0
5886,56769,0
5887,56770,0
5888,56771,0
5889,56772,0
5890,56773,0
5891,56774,1
5892,56775,0
5893,56776,0
5894,56777,0
5895,56778,0
5896,56779,1
5897,56780,0
5898,56781,0
5899,56782,0
5900,56783,0
5901,56784,0
5902,56785,0
5903,56786,0
5904,56787,1
5905,56788,0
5906,56789,0
5907,56790,0
5908,56791,0
5909,56792,1
5910,56793,0
5911,56794,1
5912,56795,0
5913,56796,1
5914,56797,0
5915,56798,0
5916,56799,1
5917,56800,0
5918,56801,0
5919,56802,0
5920,56803,0
5921,56804,1
5922,56805,0
5923,56806,0
5924,56807,0
5925,56808,0
5926,56809,0
5927,56810,0
5928,56811,1
5929,56812,0
5930,56813,1
5931,56814,0
5932,56815,0
5933,56816,1
5934,56817,1
5935,56818,0
5936,56819,0
5937,56820,0
5938,56821,1
5939,56822,0
5940,56823,0
5941,56824,0
5942,56825,0
5943,56826,1
5944,56827,0
5945,56828,0
5946,56829,0
5947,56830,0
5948,56831,1
5949,56832,1
5950,56833,0
5951,56834,0
5952,56835,0
5953,56836,0
5954,56837,0
5955,56838,1
5956,56839,0
5957,56840,0
5958,56841,1
5959,56842,0
5960,56843,0
5961,56844,0
5962,56845,0
5963,56846,0
5964,56847,0
5965,56848,1
5966,56849,0
5967,56850,1
5968,56851,0
5969,56852,1
5970,56853,0
5971,56854,0
5972,56855,0
5973,56856,0
5974,56857,0
5975,56858,0
5976,56859,0
5977,56860,1
5978,56861,0
5979,56862,0
5980,56863,1
5981,56864,1
5982,56865,0
5983,56866,0
5984,56867,0
5985,56868,0
5986,56869,0
5987,56870,0
5988,56871,0
5989,56872,0
5990,56873,0
5991,56874,1
5992,56875,0
5993,56876,0
5994,56877,0
5995,56878,0
5996,56879,0
5997,56880,0
5998,56881,0
5999,56882,0
6000,56883,0
6001,56884,1
6002,56885,1
6003,56886,0
6004,56887,0
6005,56888,0
6006,56889,0
6007,56890,0
6008,56891,0
6009,56892,0
6010,56893,0
6011,56894,0
6012,56895,1
6013,56896,1
6014,56897,0
6015,56898,0
6016,56899,0
6017,56900,0
6018,56901,0
6019,56902,0
6020,56903,0
6021,56904,0
6022,56905,1
6023,56906,0
6024,56907,0
6025,56908,1
6026,56909,1
6027,56910,0
6028,56911,0
6029,56912,0
6030,56913,0
6031,56914,1
6032,56915,1
6033,56916,1
6034,56917,0
6035,56918,0
6036,56919,1
6037,56920,0
6038,56921,1
6039,56922,0
6040,56923,0
6041,56924,0
6042,56925,0
6043,56926,0
6044,56927,0
6045,56928,1
6046,56929,0
6047,56930,0
6048,56931,0
6049,56932,0
6050,56933,0
6051,56934,0
6052,56935,0
6053,56936,0
6054,56937,0
6055,56938,1
6056,56939,0
6057,56940,0
6058,56941,0
6059,56942,0
6060,56943,0
6061,56944,0
6062,56945,0
6063,56946,0
6064,56947,0
6065,56948,0
6066,56949,0
6067,56950,0
6068,56951,0
6069,56952,0
6070,56953,0
6071,56954,0
6072,56955,1
6073,56956,0
6074,56957,1
6075,56958,1
6076,56959,0
6077,56960,0
6078,56961,0
6079,56962,0
6080,56963,1
6081,56964,1
6082,56965,0
6083,56966,0
6084,56967,1
6085,56968,0
6086,56969,1
6087,56970,0
6088,56971,0
6089,56972,0
6090,56973,0
6091,56974,0
6092,56975,0
6093,56976,0
6094,56977,0
6095,56978,0
6096,56979,1
6097,56980,0
6098,56981,1
6099,56982,0
6100,56983,0
6101,56984,0
6102,56985,0
6103,56986,1
6104,56987,0
6105,56988,1
6106,56989,0
6107,56990,0
6108,56991,0
6109,56992,1
6110,56993,0
6111,56994,1
6112,56995,0
6113,56996,0
6114,56997,0
6115,56998,0
6116,56999,1
6117,57000,0
6118,57001,1
6119,57002,0
6120,57003,1
6121,57004,0
6122,57005,1
6123,57006,0
6124,57007,0
6125,57008,1
6126,57009,0
6127,57010,0
6128,57011,0
6129,57012,1
6130,57013,0
6131,57014,0
6132,57015,0
6133,57016,0
6134,57017,0
6135,57018,0
6136,57019,1
6137,57020,0
6138,57021,0
6139,57022,0
6140,57023,0
6141,57024,0
6142,57025,0
6143,57026,0
6144,57027,1
6145,57028,0
6146,57029,0
6147,57030,0
6148,57031,1
6149,57032,0
6150,57033,1
6151,57034,0
6152,57035,0
6153,57036,0
6154,57037,0
6155,57038,1
6156,57039,0
6157,57040,1
6158,57041,0
6159,57042,1
6160,57043,0
6161,57044,0
6162,57045,0
6163,57046,0
6164,57047,1
6165,57048,0
6166,57049,0
6167,57050,0
6168,57051,1
6169,57052,1
6170,57053,0
6171,57054,0
6172,57055,0
6173,57056,0
6174,57057,0
6175,57058,0
6176,57059,1
6177,57060,0
6178,57061,1
6179,57062,1
6180,57063,1
6181,57064,1
6182,57065,0
6183,57066,1
6184,57067,0
6185,57068,1
6186,57069,0
6187,57070,0
6188,57071,0
6189,57072,0
6190,57073,0
6191,57074,0
6192,57075,0
6193,57076,1
6194,57077,0
6195,57078,1
6196,57079,1
6197,57080,1
6198,57081,0
6199,57082,1
6200,57083,0
6201,57084,0
6202,57085,0
6203,57086,1
6204,57087,1
6205,57088,0
6206,57089,0
6207,57090,0
6208,57091,0
6209,57092,0
6210,57093,0
6211,57094,0
6212,57095,0
6213,57096,0
6214,57097,0
6215,57098,0
6216,57099,0
6217,57100,1
6218,57101,0
6219,57102,1
6220,57103,0
6221,57104,1
6222,57105,0
6223,57106,0
6224,57107,0
6225,57108,0
6226,57109,0
6227,57110,1
6228,57111,0
6229,57112,0
6230,57113,0
6231,57114,0
6232,57115,0
6233,57116,0
6234,57117,0
6235,57118,1
6236,57119,0
6237,57120,0
6238,57121,0
6239,57122,0
6240,57123,1
6241,57124,1
6242,57125,0
6243,57126,0
6244,57127,0
6245,57128,0
6246,57129,1
6247,57130,0
6248,57131,0
6249,57132,0
6250,57133,0
6251,57134,0
6252,57135,0
6253,57136,1
6254,57137,0
6255,57138,0
6256,57139,0
6257,57140,0
6258,57141,1
6259,57142,1
6260,57143,0
6261,57144,0
6262,57145,0
6263,57146,0
6264,57147,0
6265,57148,1
6266,57149,0
6267,57150,0
6268,57151,0
6269,57152,0
6270,57153,1
6271,57154,0
6272,57155,1
6273,57156,0
6274,57157,0
6275,57158,1
6276,57159,0
6277,57160,1
6278,57161,1
6279,57162,0
6280,57163,0
6281,57164,0
6282,57165,1
6283,57166,0
6284,57167,1
6285,57168,0
6286,57169,0
6287,57170,1
6288,57171,0
6289,57172,0
6290,57173,1
6291,57174,0
6292,57175,1
6293,57176,0
6294,57177,0
6295,57178,1
6296,57179,0
6297,57180,0
6298,57181,0
6299,57182,0
6300,57183,1
6301,57184,1
6302,57185,0
6303,57186,1
6304,57187,1
6305,57188,0
6306,57189,1
6307,57190,1
6308,57191,1
6309,57192,0
6310,57193,1
6311,57194,0
6312,57195,0
6313,57196,0
6314,57197,0
6315,57198,0
6316,57199,0
6317,57200,0
6318,57201,0
6319,57202,1
6320,57203,0
6321,57204,0
6322,57205,1
6323,57206,1
6324,57207,0
6325,57208,0
6326,57209,0
6327,57210,0
6328,57211,0
6329,57212,0
6330,57213,1
6331,57214,1
6332,57215,0
6333,57216,0
6334,57217,0
6335,57218,0
6336,57219,0
6337,57220,0
6338,57221,1
6339,57222,0
6340,57223,0
6341,57224,0
6342,57225,0
6343,57226,0
6344,57227,0
6345,57228,0
6346,57229,1
6347,57230,0
6348,57231,1
6349,57232,0
6350,57233,1
6351,57234,0
6352,57235,0
6353,57236,1
6354,57237,0
6355,57238,0
6356,57239,0
6357,57240,0
6358,57241,0
6359,57242,1
6360,57243,0
6361,57244,0
6362,57245,0
6363,57246,0
6364,57247,0
6365,57248,0
6366,57249,0
6367,57250,1
6368,57251,1
6369,57252,0
6370,57253,0
6371,57254,0
6372,57255,0
6373,57256,0
6374,57257,0
6375,57258,1
6376,57259,1
6377,57260,0
6378,57261,1
6379,57262,0
6380,57263,0
6381,57264,1
6382,57265,1
6383,57266,0
6384,57267,0
6385,57268,0
6386,57269,0
6387,57270,0
6388,57271,0
6389,57272,0
6390,57273,0
6391,57274,0
6392,57275,0
6393,57276,1
6394,57277,1
6395,57278,0
6396,57279,0
6397,57280,1
6398,57281,1
6399,57282,0
6400,57283,1
6401,57284,1
6402,57285,0
6403,57286,0
6404,57287,0
6405,57288,1
6406,57289,0
6407,57290,0
6408,57291,0
6409,57292,1
6410,57293,0
6411,57294,1
6412,57295,0
6413,57296,0
6414,57297,0
6415,57298,0
6416,57299,0
6417,57300,0
6418,57301,0
6419,57302,0
6420,57303,0
6421,57304,1
6422,57305,0
6423,57306,0
6424,57307,1
6425,57308,1
6426,57309,0
6427,57310,1
6428,57311,1
6429,57312,0
6430,57313,0
6431,57314,0
6432,57315,1
6433,57316,1
6434,57317,1
6435,57318,1
6436,57319,0
6437,57320,1
6438,57321,0
6439,57322,0
6440,57323,0
6441,57324,0
6442,57325,0
6443,57326,0
6444,57327,0
6445,57328,0
6446,57329,1
6447,57330,0
6448,57331,0
6449,57332,0
6450,57333,0
6451,57334,0
6452,57335,1
6453,57336,0
6454,57337,0
6455,57338,0
6456,57339,1
6457,57340,0
6458,57341,1
6459,57342,0
6460,57343,0
6461,57344,0
6462,57345,1
6463,57346,0
6464,57347,0
6465,57348,1
6466,57349,1
6467,57350,0
6468,57351,0
6469,57352,0
6470,57353,1
6471,57354,0
6472,57355,1
6473,57356,0
6474,57357,0
6475,57358,0
6476,57359,1
6477,57360,0
6478,57361,0
6479,57362,0
6480,57363,0
6481,57364,0
6482,57365,0
6483,57366,0
6484,57367,0
6485,57368,0
6486,57369,1
6487,57370,0
6488,57371,0
6489,57372,0
6490,57373,0
6491,57374,1
6492,57375,0
6493,57376,0
6494,57377,1
6495,57378,0
6496,57379,1
6497,57380,0
6498,57381,1
6499,57382,1
6500,57383,0
6501,57384,1
6502,57385,0
6503,57386,0
6504,57387,0
6505,57388,1
6506,57389,1
6507,57390,0
6508,57391,1
6509,57392,0
6510,57393,0
6511,57394,0
6512,57395,0
6513,57396,1
6514,57397,0
6515,57398,0
6516,57399,0
6517,57400,1
6518,57401,0
6519,57402,1
6520,57403,1
6521,57404,0
6522,57405,0
6523,57406,0
6524,57407,0
6525,57408,0
6526,57409,0
6527,57410,0
6528,57411,0
6529,57412,0
6530,57413,1
6531,57414,0
6532,57415,1
6533,57416,1
6534,57417,0
6535,57418,0
6536,57419,0
6537,57420,1
6538,57421,0
6539,57422,0
6540,57423,0
6541,57424,1
6542,57425,0
6543,57426,0
6544,57427,0
6545,57428,1
6546,57429,1
6547,57430,0
6548,57431,0
6549,57432,1
6550,57433,0
6551,57434,0
6552,57435,0
6553,57436,0
6554,57437,0
6555,57438,0
6556,57439,0
6557,57440,0
6558,57441,0
6559,57442,0
6560,57443,0
6561,57444,0
6562,57445,0
6563,57446,0
6564,57447,0
6565,57448,0
6566,57449,0
6567,57450,0
6568,57451,0
6569,57452,0
6570,57453,0
6571,57454,0
6572,57455,0
6573,57456,0
6574,57457,1
6575,57458,0
6576,57459,0
6577,57460,0
6578,57461,1
6579,57462,0
6580,57463,1
6581,57464,0
6582,57465,0
6583,57466,1
6584,57467,0
6585,57468,0
6586,57469,1
6587,57470,0
6588,57471,0
6589,57472,0
6590,57473,0
6591,57474,0
6592,57475,0
6593,57476,0
6594,57477,1
6595,57478,0
6596,57479,0
6597,57480,0
6598,57481,0
6599,57482,0
6600,57483,1
6601,57484,0
6602,57485,0
6603,57486,1
6604,57487,0
6605,57488,0
6606,57489,0
6607,57490,0
6608,57491,0
6609,57492,1
6610,57493,0
6611,57494,1
6612,57495,0
6613,57496,0
6614,57497,0
6615,57498,0
6616,57499,0
6617,57500,0
6618,57501,1
6619,57502,0
6620,57503,0
6621,57504,0
6622,57505,0
6623,57506,1
6624,57507,1
6625,57508,0
6626,57509,0
6627,57510,0
6628,57511,1
6629,57512,0
6630,57513,0
6631,57514,0
6632,57515,0
6633,57516,0
6634,57517,0
6635,57518,0
6636,57519,1
6637,57520,0
6638,57521,1
6639,57522,0
6640,57523,1
6641,57524,0
6642,57525,0
6643,57526,0
6644,57527,1
6645,57528,0
6646,57529,0
6647,57530,0
6648,57531,0
6649,57532,1
6650,57533,0
6651,57534,0
6652,57535,0
6653,57536,0
6654,57537,0
6655,57538,0
6656,57539,0
6657,57540,0
6658,57541,0
6659,57542,0
6660,57543,0
6661,57544,0
6662,57545,1
6663,57546,0
6664,57547,0
6665,57548,1
6666,57549,1
6667,57550,0
6668,57551,1
6669,57552,0
6670,57553,0
6671,57554,0
6672,57555,1
6673,57556,1
6674,57557,0
6675,57558,0
6676,57559,1
6677,57560,1
6678,57561,0
6679,57562,0
6680,57563,0
6681,57564,0
6682,57565,1
6683,57566,1
6684,57567,0
6685,57568,0
6686,57569,0
6687,57570,0
6688,57571,0
6689,57572,0
6690,57573,0
6691,57574,1
6692,57575,0
6693,57576,0
6694,57577,0
6695,57578,0
6696,57579,0
6697,57580,0
6698,57581,0
6699,57582,0
6700,57583,1
6701,57584,0
6702,57585,0
6703,57586,0
6704,57587,0
6705,57588,0
6706,57589,1
6707,57590,0
6708,57591,1
6709,57592,1
6710,57593,1
6711,57594,0
6712,57595,1
6713,57596,0
6714,57597,0
6715,57598,0
6716,57599,0
6717,57600,0
6718,57601,0
6719,57602,0
6720,57603,1
6721,57604,0
6722,57605,0
6723,57606,0
6724,57607,1
6725,57608,1
6726,57609,0
6727,57610,0
6728,57611,1
6729,57612,0
6730,57613,0
6731,57614,0
6732,57615,0
6733,57616,1
6734,57617,1
6735,57618,0
6736,57619,0
6737,57620,0
6738,57621,1
6739,57622,0
6740,57623,0
6741,57624,1
6742,57625,1
6743,57626,1
6744,57627,0
6745,57628,1
6746,57629,1
6747,57630,0
6748,57631,0
6749,57632,0
6750,57633,0
6751,57634,1
6752,57635,0
6753,57636,0
6754,57637,0
6755,57638,0
6756,57639,1
6757,57640,0
6758,57641,1
6759,57642,0
6760,57643,0
6761,57644,0
6762,57645,0
6763,57646,0
6764,57647,1
6765,57648,0
6766,57649,0
6767,57650,0
6768,57651,0
6769,57652,0
6770,57653,0
6771,57654,1
6772,57655,0
6773,57656,0
6774,57657,0
6775,57658,0
6776,57659,0
6777,57660,0
6778,57661,0
6779,57662,1
6780,57663,0
6781,57664,0
6782,57665,0
6783,57666,0
6784,57667,0
6785,57668,0
6786,57669,0
6787,57670,0
6788,57671,1
6789,57672,0
6790,57673,0
6791,57674,0
6792,57675,1
6793,57676,0
6794,57677,1
6795,57678,0
6796,57679,0
6797,57680,0
6798,57681,0
6799,57682,1
6800,57683,0
6801,57684,0
6802,57685,1
6803,57686,1
6804,57687,0
6805,57688,0
6806,57689,0
6807,57690,0
6808,57691,0
6809,57692,1
6810,57693,1
6811,57694,0
6812,57695,0
6813,57696,1
6814,57697,0
6815,57698,0
6816,57699,1
6817,57700,0
6818,57701,0
6819,57702,1
6820,57703,0
6821,57704,0
6822,57705,1
6823,57706,1
6824,57707,0
6825,57708,1
6826,57709,0
6827,57710,0
6828,57711,1
6829,57712,0
6830,57713,0
6831,57714,0
6832,57715,0
6833,57716,0
6834,57717,1
6835,57718,1
6836,57719,0
6837,57720,0
6838,57721,0
6839,57722,1
6840,57723,0
6841,57724,1
6842,57725,0
6843,57726,0
6844,57727,0
6845,57728,0
6846,57729,0
6847,57730,0
6848,57731,1
6849,57732,0
6850,57733,1
6851,57734,0
6852,57735,1
6853,57736,0
6854,57737,0
6855,57738,0
6856,57739,0
6857,57740,0
6858,57741,0
6859,57742,0
6860,57743,0
6861,57744,0
6862,57745,0
6863,57746,0
6864,57747,0
6865,57748,1
6866,57749,0
6867,57750,1
6868,57751,0
6869,57752,1
6870,57753,0
6871,57754,0
6872,57755,0
